CASO_ID,MERCADO_ANALISTA,DESCRIPCION_CIUDADANO,PETICION_CIUDADANO
434405,APIA -Reclamo Seguros ,"el día 30/04/2014 declare un siniestro por desempleo presentando toda la documentación requerida por la compañía, después de un mes al llamar
para consultar el estado mi solicitud y me pidieron un certificado actualizado de afp documento que presente, desde principios de Julio he presentado 
múltiples requerimientos a la compañía en sus oficinas como también vía telefónica pidiendo una respuesta,  debido a esto
me derivaron con XX ejecutiva de seguros quien a fines de agosto me pidió un certificado aclaratorio por parte de mi ex emplador
documento que envié de manera inmediata. El día 29/09/2014 recibí un correo de parte de cencosud informándome que aun tenían un plazo de 35 días hábiles para 
dar una respuesta... en estos 4 meses tramitando este siniestro he recibido constantes llamadas de cobranza, me han publicado en informes comerciales y se han generado intereses en mi cuenta de crédito.
","Que la compañía realice el pago del siniestro, que rebajen los intereses y me retiren de forma inmediata de informes comerciales. Ya que yo he presentado toda la documentación requerida y he cumplido con lo indicado en la póliza del seguro MSI.
Genero este reclamo después de haber hecho mas de 10 solicitudes a cencosud."
750568,APIA -Reclamo Seguros ,"Expongo mi queja y malestar en contra de liquidadora mclarens, la cual esta viendo mi caso en referencia al cobro de seguro de sismo, debido a los daños provocados por el sismo del 24 de abril en la sexta region. Dicha liquidadora ha tenido una mala forma de operar, dejando en evidencia a traves de sus inspecciones que resguarda descaradamente los intereses de la aseguradora liberty, con inspectores prepotentes y faltos de respeto, los cuales intentan a toda costa minimizar los daños que orgino dicho sismo. ademas dicho seguro lo pago todos los meses en mi dividendo y a proposito de la nula informacion de aseguradora liberty, jamas habia cobrado. me siento engañada por dicha liquidadora la que deberia actuar de forma imparcial y sobre todo velando por el cliente, en mi villa somos muchos clientes afectados, todos realizaremos denuncia en sernac y superintendencia.","les pido fiscalizar forma de operar de esta liquidadora, ya que temo me perjudiquen en la liquidacion de mi caso, resguardando los intereses de la aseguradora. solicito ademas se pida mayor protocolo y atencuion de clientes, ya que solo con una evaluacion visual, no se pueden creer mas que un cliente. eso es una falta de respeto."
391977,APIA -Reclamo Seguros ,"Buenas tardes, me llegó una cuenta de la tarjeta Cencosud cobrándome un seguro de cesantía que supuestamente yo habría contratado en su sucursal de Mall Arauco Maipú el día 17/03/14, fecha en la cual yo solo me acerqué para solicitar un aumento de cupo de mi tarjeta. Presenté reclamo telefonico de inmediato, donde una ejecutiva me hizo solicitar la baja voluntaria del seguro no contratado, le pedí que lógicamente me rebajara la cuenta que vence el 09/05 y posteriores, pero me indicó que debía hacer un reclamo en otra área para que estudiaran el caso. Hice el reclamo y demoran 4 días hábiles más. Me acerqué ayer a la oficina de Mall Arauco Maipú para hacer reclamo a la vendedora y no me quisieron informar su nombre, pedí hablar con Superior y no había nadie a cargo. Por último deje reclamo en el libro de reclamos de dicha Sucursal.","Exijo me anulen el seguro, la cuota ya cobrada y las futuras, el cobro de mantención de la tarjeta y el seguro de desgravamen obligatorio facturados. Espero una solución a mi caso de manera urgente, alguna compensación por el mal rato y la pérdida de tiempo, y una amonestación por falta grave a la ejecutiva. Gracias"
479629,APIA -Reclamo Seguros ,"En Septiembre de 2013 contrate un seguro a Seguros Falabella para mi vehículo Marca SSANG YONG KORANDO, sin darme cuenta hasta febrero de este año que la poliza que me extendieron tenía error en el año comercial del vehículo, Nº Motor y Chasis, producto de que al momento de hacer la denuncia de un siniestro ocurrido el 16/02/15, Liberty que es la compañia que falabella contrata para la reparación de los vehículos me dice que no pueden ingresar la solicitud por problemas en la informacion de la poliza, que antes debo solucionar esto con Falabella, desde esa fecha hasta ahora se tiran la pelota entre los dos, Falabella dice que ya hizo las rectificaciones y Liberty dice que no, que esta no le ha informado ningún cambio, por lo que a mas de un mes no he podido reparar mi vehículo. Me parece un error gravisimo por el que ni siquiera me han pedido disculpas.","Solicito finalmente solucionen los problemas de informacion y no seamos los clientes que tengan que andar de aqui para alla, una multa mínimo para Falabella por la poca seriedad para contratar seguros y la poca diligencia para darle una solución a sus clientes. Necesito que reparen mi vehículo a la brevedad o que simplemente me devuelvan todo lo pagado a Falabella hasta la fecha por un seguro a un vehículo que no existe."
659257,APIA -Reclamo Seguros ,"Contraté póliza de seguros para automóvil con Mapfre. La Póliza indica en su Artículo 5 que el pago ante declaración de pérdida total será de acuerdo a valor comercial del vehículo al tiempo del siniestro. Se dio el caso de declaración de pérdida total y la Compañía liquida el pago del vehículo a Avalúo Fiscal y no en base a valor comercial en Plaza como tradicionalmente se hace. Apelé a la liquidación enviando links de vehículos de la misma marca y año y la compañía insiste en que la liquidación se hace a avalúo fiscal. Para entrar a resolver la controversia hay que contratar árbitro arbitrador con gastos que probablemente superarán el mayor valor que se pueda obtener en una reliquidación, asi que no lo haré, pero presento este reclamo con el fin de que sean revisadas las pólizas que emite esta compañía, dado que debería estipularse en ellas que la liquidación de siniestros se hará a avalúo fiscal, que normalmente es menor a valores de mercado. Me siento estafada por esta compañía.    ","Presento este reclamo con el fin de que sean revisadas las pólizas que emite esta compañía, dado que debería estipularse en ellas que la liquidación de siniestros se hará a avalúo fiscal, que normalmente es menor a valores de mercado. Me siento estafada por esta compañía. "
675627,APIA -Reclamo Seguros ,"Soy asegurado colectivo mediante un seguro complementario contratado por mi empleador (Instituto Profesional Virginio Gómez, o Atenea S.A.). Hace un mes que hay problemas con las coberturas del seguro, y además no puedo ingresar a la plataforma para verificar la información. Al comprar bonos o gestionar órdenes médicas, el seguro figura como inexistente en las pantallas de las instituciones de Salud, y anteriormente había tenido prestaciones tales como ecotomografías rechazadas como no cubiertas, sin expresión de causa ni cita de documento soportante. He solicitado cuatro cambios de clave, tres reclamos vía web más otro presencial en sucursal Concepción (San Martín 418), pero no hay solución. Las últimas dos veces, quedan de enviarme por correo una clave que expira a las 48 horas ¡de solicitada! (no de enviada), pero sucede que la envían con dos días de desfase… lo cual constituye negligencia o, eventualmente, dolo.","Exijo solución a los incumplimientos en la cobertura del Seguro, así como acceso oportuno y fluido a la información. De persistir estos problemas y pésimos procedimientos, deberé hacer una presentación en mi empresa impugnando el contrato por incumplimiento unilateral de la aseguradora, solicitando el cese en el pago de las mensualidades de la prima, además de la devolución de los montos cotizados en los últimos dos meses, en que la cobertura publicitada ha sido incumplida. Ello, sin perjuicio de las gestiones a realizar ante la Superintendencia de Valores y Seguros."
489954,APIA -Reclamo Seguros ,"MI NOMBRE ES XX, PRESENTE UN SINIESTRO 115425147 POR INTERMEDIO DE LA CORREDORA CENCOSUD PARA UN SEGURO DE CESANTIA, DONDE LA CIA ES RSA Y EL LIQUIDADOR MOK, ESTOS GENERARON UN RECHAZO A MI SINIESTRO POR INDICAR QUE NO CUMPLIA CON LOS 12 MESES QUE DEBIA TENER CON UN MISMO EMPLEADOR,POR HABER PRESENTADO ANTERIORMENTE OTRO SINIESTRO EN EL 2013 EL CUAL TAMBIEN FUE MAL LIQUIDADO. SE RECLAMO TAMBIEN AL LIQUIDADOR, INFORMANDO QUE SI BIEN EL PRIMER SINIESTRO DEL 2013 FUE POR CESANTIA EL FUE INCAPACIDAD TEMPORAL YA QUE YO ERA INDEPENDIENTE EN ESE MOMENTO, A LO CUAL AHORA ES POR UN DESPIDO INVOLUNTARIO, POR LO CUAL NO ES NECESARIO TENER ESOS 12 MESES QUE ELLOS INDICAN. FAVOR SU AYUDA EN SOLUCIONAR ESTE ALTERCADO Y PODER OBTENER EL SEGURO QUE MES A MES HE CANCELADO.
POLIZA CENCOSUD  4732037.
FONO:XX
GRACIAS","MI SOLICITUD EN ESTOS MOMENTOS ES QUE SE APRUEBE EL SINIESTRO Y PODER CANCELAR LA DEUDA QUE SE TIENE CON CENCOSUD, YA QUE POR ESO SE CANCELA MES A MES ESTE SEGURO PARA SER UTILIZADO CUANDO UNO VERDADERAMENTE LO NECESITA, ADEMAS ESTOS LIQUIDADOR SIEMPRE RECHAZAN LOS SINIESTROS SIN LEER PRIMERO LA POLIZA.

GRACIAS"
742862,APIA -Reclamo Seguros ,"Estimada SVS

Llevo más de un mes tratando de ver mi última cartola en la página web de MetLife y no aparece dicha información. Cuando pincho en Cartola – última cartola aparecen los datos de la póliza.

Busco esta información para entender porque transcurridos más de 92 meses con el APV con seguro de vida que tengo con Metlife se detalla un saldo de $3.709.636 en mi cuenta, de lo cual $3.108.230 corresponde a saldo APV (el restante $601.406 corresponde a la bonificación fiscal), siendo que hasta la fecha he metido 211,6 UF en mi cuenta. Ello equivale a cerca de $5.641.044 valor UF hoy (prima es de 2,3 UF mensual).

Entiendo que durante los primeros años gran parte de la inversión se va en comisiones pero ya llevo casi 8 años con la cuenta. Cuando la abrí la ejecutiva de ese entonces me comentó que aproximadamente a los 7 años tendría en mi cuenta un valor cercano a lo que habría puesto. $3.108.230 dista bastante en relación a los cerca de $5.641.044 que he puesto en mi cuenta hasta el día de hoy.

Escribí a mi ejecutiva de cuenta Rossana Matus para que me explicara esta situación y no tuve respuesta. Escribí a través del portal de MetLife para que me enviaran mi última cartola y solo me enviaron instructivo para recuperar clave. Llamé por teléfono para consultar nuevamente por cartola y me indican que no saben porque no se puede ver y que me sería enviada por correo y que un ejecutivo se contactaría conmigo para aclarar mis dudas sobre saldo . Ello no sucedió. Nuevamente me llegó un correo con nada más que instructivo para recuperar clave del portal web e indicando que “mi solicitud fue resuelta a través del canal Contact Center”. No es así y ningún ejecutivo se ha comunicado conmigo.

Sigo sin entender cargos efectuados a mi cuenta y porque a la fecha tengo tan bajo saldo en relación a lo que he puesto durante 92 meses. Nadie me responde para explicar esto. No tengo como ver mi última cartola tampoco.
","1. Que me aclaren el bajo saldo que tengo en mi cuenta en relación a lo que he puesto desde que abrí cuenta en octubre del 2009
2. Que me contacte mi ejecutiva XX o que al menos me indiquen si ha habido un cambio en mi actual ejecutiva. Dicha información no pudo ser corroborada a través del call center
3. Poder ver mis cartolas en la página web o que al menos me las envíen por algún medio
4. Que me compensen por el tiempo que me ha tomado tener que insistir con MetLife para solucionar mis inquietudes son éxito, teniendo que recurrir a la SVS."
412429,Reclamo Valores,"Necesito,
Saber cual es la forma de obtener información sobre la constructora Curauma quien se dio a quiebra y no ha dado ninguna información a los acciones pequeños como yo, he tratado de comunicarme vía teléfono sin respuesta de esta entidad.",saber si puedo recuperar algo de mi inversion
508778,APIA -Reclamo Seguros ,"Reclamo por la liquidación de Siniestro Nº XX, ya que el liquidador realiza una presunción maliciosa al sostener que el conductor dejo constancia pólicial 14 horas despues del accidente. Quiero puntualizar que es efectivo que carabineros asistio al lugar del accidente, que fueron solicitados por un vecino del lugar, identificado Sr. XX, celular XX, el liquidador nunca se presento en el lugar del accidente, para inspeccionar y empadronar a los testigos. Que producto del accidente debi concurrir con mi hija a la Clinica Alemana, para que fuese atendida. Que si bien la denuncia se realizo horas despues, esto se debio en la confianzaque genera un ministro de Fe, como lo es carabineros, si estos finalmente no realizaron su trabajo, registrar en una bitacora, libro u otro documento probatorio, no es mi responsabilidad. ","Solicito que la compañia BCI Seguros, deje sin efecto el informe de liquidación y de curso al siniestro denunciado y pague la indemnización que corresponde."
288415,Reclamo Valores,"Los certificados de dividendos del 2012 distribuidos por CB Corredora de Bolsa no estan emitidos y no puedo realizar mi declaracion de impuestos.  Se que la corredora fue suspendida el año pasado pero igual alcanzo a emitir varios dividendos el primer semestre.  A quien hay que pedirselo por que en la base del SII no estan y hay plazos para declarar.
",Que la entidad encargada de suceder a CB corredores de Bolsa emita mis certificado de dividendos recibidos para la operacion renta 2013.  Si hay alguna gestion de mi parte que se me informe  donde y ante quien hacerla.
350716,Reclamo Valores,"Denuncia por inconsistencia información proporcionada por la Empresa Eléctrica de Antofagasta S.A. a SVS que aparece en la Weg de la Superintendencia de Valores y Seguros.
",Verificar los hechos denunciasdos y rectificar lo que corresponda.
803002,APIA -Reclamo Seguros ,"Con fecha 06/05/2016 presenté un reclamo contra Penta Seguros Generales ya que no me otorgaron cobertura a un siniestro declarado debido a que me indicaron que ya no estaba asegurado, situación que nunca se me informó. Por lo anterior hice los arreglos en forma particular y solicité la restitución del dinero gastado en la reparación. Dicho reclamo fue acogido por la Superintendencia bajo el caso 602092, y la resolución del mismo (16/08/2016) fue que la compañía aseguradora aceptaba hacerse cargo de los costos para lo cual un liquidador de la compañía tomaría contacto conmigo. Adjuntaron una carta al respecto, junto al comprobante de envío por Chilexpress. Documentación que nunca me llegó por esa u otra vía, ni tampoco nunca tomaron contacto conmigo.
Ante la falta de respuesta y de cumplimiento de lo resuelto, hice un nuevo reclamo con fecha 24/02/2017, exponiendo el no cumplimiento, y solicitando que además del pago comprometido se me otorgara una compensación por todo el tiempo transcurrido sin que se me reintegrara el dinero, y todos perjuicios que esto me ha traído como costo alternativo por no contar con mis fondos.  La Superintendencia acogió este nuevo reclamo bajo el caso 696516, y la respuesta (10/05/2017) fue que no correspondía el reclamo debido a que la compañía aseguradora ya había reparado el vehículo y existía conformidad en ello, lo cual respaldan con una carta enviada a mi domicilio, junto al comprobante de Chilexpress la cual nuevamente nunca me llegó ni tuve acceso a ella. Además, adjuntan un recibo de conformidad, razón por la cual argumentan que tampoco corresponde la indemnización adicional solicitada dada esta reparación y conformidad.
La información entregada por la compañía aseguradora es falsa, la reparación corrió por cuenta mía (Reclamo 602092), por lo que el siniestro 15357796 indicado no existe para la patente asociada a mí vehículo, y el recibo conforme presentado no corresponde a mi firma, ni menos a mi conformidad. 
","Por lo anterior, por tercera vez solicito me reintegren el dinero gastado en la reparación del vehículo y nuevamente solicito una compensación adicional por todo el tiempo que ya ha pasado y por el cual he tenido un costo de oportunidad involucrado al haber destinado fondos para fines de financiar costos que la compañía de seguros debió cubrir desde un principio.
Adicionalmente, pido a la superintendencia me indique si tiene competencia en resolver sobre la documentación falsa entregada por la compañía aseguradora y en particular de la falsificación de mi firma y conformidad. 
"
631126,APIA -Reclamo Seguros ,"ajuntece a datos de reclamo XX
me llego una repsuesta al reclamo XX indicando que yo no hice la impugnacion lo cual es falso por que si la hice el 09 de junion del 2016 en plazo. Tambien ley el articulo en que se basan para no pago ya que habla de robo y no se la forma, existen muchas formas y no pueden aludir a una que ellos inventan para no pago.

Ademas queria informar que fui a ver mi automobil a la direccion que me indico la compañia y no estaba, luego de mucho rogar para que me ayudaran a ubicarlo, me dijeron que estaba en lampa en una bodega de remates, llegue al lugar y mi auto se encuentra con piezas robadas. Asumo que la compañia ademas tiene un delito de venta de especies robadas, ya que ese vehiculo me pertenece.
Favor les pido su ayuda para dar una solucion coherente a una persona que jamas dejo de pagar una prima, y que esta siendo robada por la compañia.

XX","pido que la compañia se haga cargo del siniestro y si no se hace cargo por que la ley se lo permite, por lo menos me devuelva mi vehiculo como se lo llevaron y no se roben mis piezas, si se las robaron y vendieron es un delito. Dejare denuncia de esto en carabineros, ya que estan las fotos que ellos envian en el reporte y se notan las piezas faltantes."
334980,APIA -Reclamo Seguros ,"Estimados,
Recientemente se me anuló la poliza de mi vehículo el 30 de Agosto por no pago de la cuota de ese mes. Según la aseguradora magallanes se me aviso via carta certificada a mi casa y se me mostró un comprobante que decía mi dirección, pero como no había nadie dejaron un aviso o tiraron la carta por abajo, no me lo aclararon bien. El tema es que como no había nadie, se anotó en el comprobante de entrega la descripción de la casa en donde se consultó. El punto es que esta no coincide con mi casa lo que me hace pensar que no dieron con la dirección y pusieron eso. La aseguradora sólo me dice que apele puesto que como está ese comprobante que prueba que se me aviso de mi mora yo no puedo hacer nada. El comprobante dice casa rosada y mi casa es amarilla y no ha sido pintada en años. Como puedo comprobar que no se me avisó? Yo me enteré del termino de contrato cuando me acerque por un siniestro, ahora no me quieren cubrir porque yo no había pagado y mi poliza no existe. Igualmente cancelé lo adeudado. Yo suponia el pago se hacia desde mi cuenta corriente, pero por un error mio no finalice el tramite y el pago no se hizo, sólo de un mes. Aunque eso fue mi responsabilidad, yo debería haberme enterado de acuerdo a como se describe en mi polia 198022 que se debe avisar el termino de un contrato por no pago.
Que me sugieren hacer? Yo asumo que por un error y desconocimiento del funcionamiento de los pagos automaticos no se pago un mes, pero ellos deben informarme a tiempo para yo remediar la situación y en este caso, la carta certificada no llego a mis manos, sino que a otra casa. lo más raro es que mi dirección es la correcta, lo que me hace pensar que hubo una negligencia de parte del correo privado que usa aseguradora magallanes.
Sugerencias, por favor? Me encuentro deseperada ya que no sé como probar que no me llego nada y que la casa a la que se fue no era la mia. Estoy en un problema con un gigante que no se ve dispuesto a transar.

Muchas gracias
","AYuda para poder resolver la no cobertura de un siniestro por anulación de poliza sin aviso mediante carta certifiada. Nadie firmo recepcion de la carta y ellos aseguran haber ido a mi casa, pero segun la descripcion no es la mia....que hago? Necesito que se restituya mi poliza y se cubra mi siniestro. Si me hubiese enterado a tiempo que había problemas con el pago, hibiese corregido la situación antes del 30 de Agosto, fecha en la que anuló mi poliza. El vencimiento impago fu el del 05 de Septiembre.  Cuando ingresaba a la página de pago online, me decía que no había deuda asociada a mi rut, esto fue el 07 de septiembre aprox. Mi siniestro fue el 10. En todo ese tiempo, no se me aviso nada. Captura de pantalla. El 27 de Agosto me llego el link al mail para pagar septiembre y no se me avisó de nada nuevamente. esto era habitual cada 27 avisando de mi proxima cuota( adjunto)"
610921,Reclamo Valores,"Contrato firmado con la empresa el 15 de Junio 2010 para administrar fondos privados de inversion ingresados a una cuenta de inversion en una corredora de bolsa (Euroamerica)para  invertir en instrumentos financieros, especialmente futuros en dolares e instrumentos de renta fija. El asesor se comprometio a custodiar la cartera e informar oportunamente de antecedentes relacionados con el ejercicio de sus fondos y respecto a cualquier antecedente que pudiese afectar la inversión. Euroamerica generó  un contrato de garantía de operaciones financieras de terceros con la garantia de 5882 acciones de Clinica las Condes. En febrero del 2011 Euroamerica envió factura electronica por el cobro de garantía ( 606 acciones ) por perdidas en las operaciones de Rodriguez y Asociados. No medio ninguna consulta no aviso de Euroamerica noi de Rodriguez y asociados. Hubo 7 personas mas afectadas. Interpusimos una demanda contra Euroamerica las cual terminó en juicio arbitral que perdimos. No hubio demanda contra Rodriguez y asociados por recomendación de los abogados quienes señalaron que no tendrían patrimonio para resarcirnos. ","Ante la información de investigación formal contra Rodriguez y asociados por fraude, quiero saber si i caso puede ser incluido en esa demanda y como habría que proceder."
427138,APIA -Reclamo Seguros ,"En el mes de agosto sufrí un accidente en mi vehículo. Esto ocurrió en la RUTA 5 entre Puerto Varas y Osorno pasadas las 20:00 llegando a mi domicilio en Osorno cerca de las 21:00. En el vehículo estaban mis hijos menores de edad que quedaron bastante impactados por lo ocurrido por lo que fuimos directamente a casa. Finalmente, por esta razón hacer la constancia en Carabineros fue a la mañana siguiente alrededor de las 08:00. Es decir menos de 12 horas entre el accidente y la constancia.
Ahora, por ser días distintos entre el accidente y la denuncia, el seguro se rehusa a cubrir los daños del vehículo argumentando que la constancia no se realizó ""inmediatamente"". La compañía de seguros simplemente no entiende las razones que llevaron a realizar la constancia varias horas después y no ""inmediatamente"". Finalmente, en ninguna parte se establece cuanto tiempo es ""inmediatamente"" y rehusan reparar el vehículo.","La reparación del vehículo y, en este momento, una compensación económica por todas las molestias que esto me ha causado, así como todo el tiempo que llevo con mi vehículo sin ser reparado. En su defecto, que la compañía me devuelva lo pagado desde enero del 2010 a la fecha por un servicio que evidentemente no se está realizando y solo buscan ganar dinero sin realmente servir al asegurado.
Este reclamo también se presentó ante el Sernac derivando ellos a la SVS."
357030,Reclamo Valores,"Se realiza pago de cheques hurtados, en los cuales la firma mía no corresponde. El banco no cumple con el chequeo de la firma, debido a esto efectúa pago de cheques por 
un monto de 200.000 y 350.000 pesos.","Solicito a Ud. que el banco responda por los valores pagados, ya que no efectuaron un control de firmas."
347963,Reclamo Valores,"Buenas tardes señores, les comento mi problema.... tenia una deuda con el banco Santander la cual fue cancelada en su totalidad, pero en el sistema  figuro con una deuda castigada por un monto de 191.000.-
Me dirigí a la a la sucursal y me dicen que si bien aparece en su sistema una deuda castigada por ese valor no me podían dar mayor información acerca de esta , y solo  la manera de tener información y de poder ser eliminada, era a través de este ente, por lo cual solicito su ayuda par la solución de este problema y poder ser eliminado de los registros comerciales","Tener la información a que refiere esta deuda y  ser eliminado del sistema comercial, ya que no cuento con deuda alguna con el banco."
327505,Reclamo Valores,"A través de sus ejecutivos, el Banco de Chile me ofreció dos de sus fondos mutuos en dólares (Dollar Investment Grade y Retorno Dolar), ambos con una clasificación R2 (bajo riesgo) y un horizonte de inversión de al menos 1 año.

Habiendo ya permanecido más de 12 meses en dichos fondos, el resultado es que he perdido el 5,6% de mi capital inicial, en ambos fondos, lo cual no se condice con un fondo de bajo riesgo.

Consulté por correo electrónico y por teléfono al Banco en varias oportunidades, pero su respuesta ha sido que ""estos fondos mutuos invierten en Bonos Latinoamericanos  y que debido a la Fed (EEUU) disminuye la compra de estos bonos, las tasas se ajustan y este reajuste afecta directamente en la rentabilidad de este tipo de Fondos"" (correo electrónico del día de ayer).

Mi inconveniente no es el por qué los fondos rentaron negativamente, sino que sabiendo el Banco Chile que esa era una posibilidad, igualmente me ofreció los fondos como de bajo riesgo.
","Quiero saber si el Banco efectivamente incumplió con la reglamentación pertinente, al ofrecerme fondos con características y expectativas que no se cumplieron. De ser así solicitaría la restitución del capital inicial perdido y una sanción a la entidad."
511749,Reclamo Valores,"EN EL AÑO 2013 ME ACERQUE A LA SUCURSAL DE RENGO DEL BANCOESTADO, EN DONDE REQUERI INVERTIR EN FONDOS MUTUOS.  AHÍ UNA EJECUTIVA ME DIJO QUE NINGUN PROBLEMA Y ME HIZO FIRMAR UNOS DOCUMENTOS, HACIENDO INGRESO DE LOS FONDOS.  LUEGO DE ELLO TUVE DIVERSOS MOVIMIENTOS QUE INGRESABA Y RETIRABA DINERO. 
MI SORPRESA FUE ESTE AÑO EN LA DECLARACION DE RENTA, DONDE APARECIO QUE DEBIA CANCELAR CERCA DE 800 MIL PESOS POR HABER ESTADO EN UN FONDO MUTUO ACOGIDO AL ARTICULO 57 BIS.
AL AVERIGUAR AL RESPECTO, ME DIRIGI EL DIA 30 DE ABRIL A LA SUCURSAL BANCOESTADO DE BUIN, EN DONDE MUY AMABLEMENTE EL EJECUTIVO ENCARGADO DE INVERSIONES ME EXPLICO RESPECTO A MIS MOVIMIENTOS EN LOS FONDOS MUTUOS, ASIMISMO QUE SOLICITARIA LA INFORMACION RESPECTIVA POR MI CASO, LO QUE HASTA LA FECHA NO ME HAN RESPONDIDO.
MI RECLAMO SE RADICA EN DOS PUNTOS:
1.       PARA INVERTIR EN EL FONDO MUTUO ACOGIDO AL  ARTICULO 57 BIS SE SEÑALA QUE “EL CONTRIBUYENTE DEBE MANIFESTAR EXPRESAMENTE SU VOLUNTAD DE ACOGERSE A ESTE BENEFICIO”, A LO CUAL YO NI SIQUIERA FUI INFORMADO EN QUE CONSISTIA O DE QUE SE TRATABA.

2.       MIS FONDOS MUTUOS SEGÚN CARTOLA DEL PROPIO BANCO, DE ESTE TIPO ESTUVIERON DURANTE EL AÑO 2013, NO SIENDO INFORMADOS PARA EL AÑO CONTABLE 2014, SINO RECIEN PARA EL AÑO 2015.

3.       AUN YA PASADOS MAS DE DOS MESES NO RECIBO UNA RESPUESTA DEL BANCOESTADO POR LO ANTERIOR",ACLARATORIA Y PAGO DE LAS MULTAS.
533336,Reclamo Valores,"La Empresa Eléctrica de Arica S.A. (EMELARI) del cual soy accionista, es una empresa controlada por Empresas EMEL, siendo esta última adquirida el 6 de noviembre de 2007 a PPL Chile Energía Ltda la que hasta esa fecha era la dueña de EMEL, por la Compañía General de Electricidad S.A. (CGE), con la cual CGE tomó el control de EMEL y sus filiales (EMELARI, ELIQSA y ELECDA). Posteriormente, a fines del año 2014 CGE fue comprada por la multinacional GAS NATURAL FENOSA.
La Compañía General de Electricidad S.A., es la controladora de Emel Norte S.A. con una participación del 98,22% de la propiedad, y ésta última, la controladora de la Empresa Eléctrica de Arica S.A. (EMELARI) con un 93,99% de la propiedad, según se desprende del artículo aparecido en El Mercurio del día 13 de octubre del 2014 (Activos del grupo CGE), cuya copia adjunto.
Por otra parte, en el mismo artículo antes referido, se señala que el grupo CGE, también tiene activos en el sector servicios (Tusan, Tecnet, Binaria, CLG, IGSA, Novanet, Enerplus, Emel Norte y CGE), todas empresas que prestan servicios a EMELARI por montos relevantes, cuyos precios de transacciones se desconocen.
Es posible que las millonarias transacciones entre relacionadas hayan afectado en forma negativa los resultados de la Sociedad, en el evento que los contratos con dichas empresas no se hayan efectuado a precios de mercado, lo que habría perjudicado a los accionistas minoritarios.
","Solicito, que se verifique que todos los contratos de servicios que mantiene nuestra Sociedad (EMELARI) con las empresas relacionadas se ajusten a condiciones de equidad, similares a las que habitualmente prevalecen en el mercado y también se verifique que  los directores cumplieron a cabalidad con los artículos 39, 41, 42 y 48 de la Ley 18.046 sobre Sociedades Anónimas."
526248,APIA -Reclamo Seguros ,"despues de denunciar siniestro, en tiempo y forma, acompañando todos los documentos requeridos, se denuncian tres incumplimientos contractuales:
1.- Designación de taller sin atender a lo solicitado por mi parte, y luego se envía comunicación que señala que ""yo elegí el taller"", lo cual es falso y tengo correos que lo comprueban.
2.- Luego, contacté al liquidacdor quien visitó el vehículo al día siguiente que quedó en el taller, y la compañía demoró casi diez días en pedirme copia de la denuncia -yo entregué comprobante- y luego una semana en envíar orden de reparación. Lo que hace un total de más de dos semanas del denuncio.
3.- Se pide extensión de auto de reemplazo por demora en orden de reparación y no entrega del vehículo por el taller, y se señala que demoran siete días hábiles, en circunstancias que cumplido ese plazo el auto ya estará listo, sin apurar la respuesta al reclamo.
Sinietro XX
","Se revise actuación de compañía que no acepta enviar auto a taller que uno elije y luego señala que el cliente eligió, lo cual es falso; que se resuelva reclamo de extrensión de auto de reemplazo antes de que se termine el plazo del contrato y que se revise por qué la compañía demora injustificadamente orden de reparación "
387795,APIA -Reclamo Seguros ,"El 28 de marzo pasado recibí un correo de la empresa PENTA VIDA, con la cual tengo contrato un seguro complementario de salud desde el año 2001 -en esa época la empresa era ISE Las Américas-, informándome que se encontraban en proceso “de cambio del actual contrato de salud, a un nuevo seguro de Daño Patrimonial por Gastos Médicos. Lo anterior debido a causas legales, ley 20.667 y condicionados de nuestras pólizas.”, por lo que por lo anterior mi “póliza de salud no se renovará el 30-04-2014”.

Adicionalmente se señala que por dicho motivo la empresa se ha intentado comunicar conmigo sin tener el éxito esperado, lo que no es efectivo.

Cabe hacer presente, además, que el término del contrato debe ser comunicado, en conformidad con lo dispuesto en él mismo, por carta certificada, lo que no ha ocurrido.

En esa misma comunicación, se remite una “Ficha de Información Seguro de Daño Patrimonial de Gastos Médicos” y el formulario para “Declaración Personal de Salud”, las cuales se adjuntan.
","Agradeceré si me aclaran la legalidad de la medida aplicada por la empresa al dar por terminada la póliza, sobre todo cuando se argumenta que es necesario adecuarlas a las disposiciones de la Ley 20.667 -¿no bastaría con adecuar el actual contrato? ¿por qué es necesario darlo por terminado?-y se pretende que contrate un nuevo seguro modificando las condiciones de la prima y presentando nuevas declaraciones de salud."
