CASO_ID,DESCRIPCION_CIUDADANO,PETICION_CIUDADANO
321750,"El año pasado hice uso del seguro de cesantia en tienda Ripley, presentando en su momento las planillas de imposiciones y dos finiquitos correspondientes,el primero de ellos con fecha 14.07.12, motivo, renuncia voluntaria y el segundo con fecha de termino de la relación laboral el 15.07.12, por necesidades de la empresa ( QUIEBRA ). En su oportunidad me rechazaron la cobertura por tener 2 empleadores en el mes, situación que  no debiese ser motivo para la no cobertura, ya que el primer finiquito es por una relación laboral que partió el 01.07.12 hasta el 14.07.12 y la segunda relación fue de forma indefinida desde el 01.01.10 hasta el 15.07.12, Este ultimo empleador a la fecha mantiene una deuda con mi ultimo mes de imposiciones ( julio 12), las cuales a la fecha no las ha cancelado por el motivo de quiebra.","Que se aplique la cobertura del seguro desde el mes de Agosto y septiembre, pues desde octubre estoy con trabajo y he seguido pagando mis cuotas normalmente desde tal mes"
527418,"Tuve un accidente automovilístico el 21 de agosto de este año, tuve algunos problemas de salud debido al golpe y ademas un compromiso ineludible durante el dia siguiente por lo que solo pude hacer la denuncia el día domingo 23 de agosto.
al presentar debidamente los documentos ante la aseguradora, todos los documentos necesarios y llevar el vehículo al taller en forma inmediata, recepcionar la información e hicieron todos sus procedimientos internos demorado 14 días en informarme que de que no pagaran la reparación. He pagado sin atraso todas las cuotas del seguro, presente debidamente la información, di fe del siniestro en circunstancias que podía haber mentido en beneficio propio y fui paciente en la espera de la solución por parte del liquidador por lo que necesito que se deje un registro y se escale el problema con quien corresponda 

XX","La aseguradora dio aviso de no pago de la reparación del vehiculo por el motivo de no dar aviso inmediato a carabineros, cosa que justifique adecuadamente."
473134,SIN RESPUESTAS LUEGO DE HABER PRESENTADO PERSONALMENTE EL PROBLEMA Y LA DOCUMENTACIO HACE MAS DE UN MES EN LA CIUDAD DE IQUIQUE.,"AL MOMENTO DE HACEPTAR EL SEGURO SOLO ME HABLAN DE ENFERMEDADES COTASTROFICAS, SALIENDOME DESPUES QUE EN LA PPOLIOZA ESTA DISCRITAS LAS QUE EL SEGURO  SOLO LAS CUBRE.-  POR LO QUE ME SIENTO ENGAÑADO.-"
331239,"En Mayo de 2012 compramos auto nuevo en automotora Rosselot donde contratamos inmediatamente el seguro con compañía Bci seguros (en misma automotora)con póliza N° XX (documentos adjuntos), la cual debía renovarse el 31 de Mayo del presente, un día antes de dicho vencimiento una ejecutiva de Bci seguros me contacto para ofrecerme ""continuación de seguro sin inspección de auto"", le consulte si eran las mismas condiciones que ya teníamos, incluida la ""exclusividad de taller"",me comentó que la exclusividad de taller tenía un valor mayor, a lo cual le respondí que estaba dispuesta a pagar más si las condiciones se mantenían exactamente igual, la ejecutiva me aseguró que así era y por lo tanto acepte la continuación (póliza que no fue firmada). Lamentablemente el día 26 de Julio de este año sufrí un accidente junto a mis hijos y después de la confirmación de perdida total me encuentro con la sorpresa que las condiciones no son las mismas que me habían asegurado, la primera póliza dice que se devolverá una unidad nueva si auto tiene una antigüedad menor a 24 meses y me informan que la nueva póliza dice que no son 24 meses (pag 2) sino que 12, lo cual es absurdo si se considera que al minuto de aceptar la continuación del seguro el auto ya cumplía los 12 meses. En estos momentos y después de pasar muchas rabias con la compañía me siento completamente estafada y engañada, ellos me proponen una indemnización por perdida total que no me permite comprar un auto como el que tenía, y el auto es una necesidad con la que tengo que contar a diario.
La compañía ha actuado negligentemente y ha quedado registrado en los reclamos que he interpuesto, a los cuales no han dado respuesta alguna. Yo esperaba que el auto fuera reparado y no decretado como perdida total. 
Considero además que la compañía ha incurrido en malas practicas referente a los contratos, ya que ha cambiado unilateral mente la póliza sin explicitar los cambios que ha realizando, violando la confianza puesta en ellos.","Solicito que compañía Bci seguros, después de decretar perdida total de siniestro XX, me reponga unidad nueva de automóvil, respetando condiciones que ellos me ofrecieron y que se respeten mis derechos como asegurada. "
418710,"Nuestra empresa, XX opera desde hace bastante tiempo con PYMEfactoring, parte de AVALCHILE SGR.  Desde hace algún tiempo, y desde nuestro punto de vista por NEGLIGENCIA DE PYMEfactoring, la mayor parte de nuestra cartera cedida en factoring está morosa.  Al decir negligencia de parte de PYMEfactoring, mi argumento es que la labor de cobranzas trasladada al momento de ceder facturas en factoring, no la están realizando adecuadamente.  Esto incluye sólidos pagadores, como Clínica Alemana de Santiago y Clínica Reñaca, con quienes tenemos una relación por muchos años.  Este hecho genera intereses de mora, multas que benefician a PYMEfactoring en perjuicio nuestro.   

Para agravar la situación, por un retraso de Clinica Tabancura en un pago, nuestra empresa está reportada a DICOM.  Personal de nuestra empresa fue en persona a ver esto, y el tema está solucionado.  Independiente de este retraso, que puede ocurrir, y donde de nuestra parte hemos invertido todo para solucionarlo, nos parece inaceptable que se nos publique en DICOM.

Estos actos abusivos de parte de PYMEfactoring me parecen totalmente inaceptables, y repudiables.   Primero demuestra una PESIMA gestión de cobranzas de parte de PYMEfactoring.  Y lo peor es que nuestra empresa debe pagar por la ineficiencia de PYMEFactoring, en la forma de multas, intereses de mora, y en estar en DICOM.  
","Considerando que las multas e intereses por retrasos en el pago de nuestros clientes de facturas cedidas en factoring se debe a inoperancia de la empresa de factoring misma, se solicita limitar los montos de multas e intereses.  En otro caso, se genera una motivacion en la entidad de factoring en no hacer su trabajo.  asimismo, se solicita interceder para que nuestra empresa se elimine inmediatamente de DICOM por la inoperancia de la empresa de factoring en realizar su funcion de cobranzas.  "
615342,"Contrate con MAPFRE SEGUROS la póliza XX. El 18 de abril me estrelle contra un árbol. Me puse en contacto con la compañía y seguí cada paso lo que me señalaron, hice la constancia en carabineros dentro del plazo, y por el portal web entregué todos los antecedentes. Posteriormente deje el vehículo en el taller acordado, junto a todos los documentos solicitados, permiso de circulación, constancia en carabineros, certificado de inscripción del vehículo, revisión técnica al día, etc.
Hoy estamos a 21 de junio y aun no tengo respuesta por el siniestro, donde la compañía decidió pasarlo a pérdida total pero aun no hace la liquidación, he mandado 20 correos electrónicos por lo menos solicitando respuesta o explicación, y solo se limitan a pasarse la pelota unos a otros, solicitar más papeles o volver a solicitar los mismos papales, con el único fin de atrasar todo.
","Ya que la compañía no cumplió los plazos establecidos por la ley, solicito ustedes intercedan y aceleren los procesos y soliciten me indemnicen por el valor de $8.490.000 (ocho millones cuatrocientos noventa mil de pesos), al margen de las multas que la ley los faculta aplicar a la compañía por el retraso sin justificación alguna. "
499292,"En enero del 2015, presenté reclamo N°XX y aún no rebibo respuesta.","Solicito respuesta a la brevedad posible, si los valores cobrados en mi cuenta serán devueltos ???"
788673,"Con fecha 04.09.17 La entidad rechazo el pago por aproximadamente MM$ 2,7 respecto a mi 2do procedimiento de fertilidad que estoy llevando con mi esposa, ya que según la identidad ya había pagado el tope de las uf 10 por esta cobertura.
Mi reclamo se basa que con fecha 05.04.17 se pago por $657.932 por mi 1er procedimiento de fertilidad además de los 10 UF del tope fertilidad, dado que el monto pagado responde a conceptos que son conceptos que son generales al procedimiento y que responden a topo por evento, como los conceptos_
día cama, derecho a pabellón,Medicamentos Hospitalario,Insumos y Materiales Clínicos, y Honorarios Medico Quirúrgicos.
La respuesta de la entidad respecto al rechazo del 2do procedimiento es que se habían equivocado, a lo cual les dije que no era respuesta y que los llevaría a la SVS.
 ","pagar los $657.932 por el 2do procedimiento fertilidad que es el mismo que el 1er procedimiento, ya que los itemes pagados en el 1ro responden a conceptos independientes al procedimiento y se pagan por evento y no por año."
554505,"Mi esposa al pasar por calle Luis Flores con el río Copiapó al esquivar un camión pasa por un sobresalto que dañó zócalos de ambos lados del automóvil, producto de este golpe se encendió check engine, se echó a perder palanca de cambios y dejó de funcionar el aire acondicionado en el instante. Se realizó el denuncio a la aseguradora, pero solo nos arreglaron los zócalos, aduciendo que el problema de la luz de check engine, palanca de cambios y aire acondicionado eran producto del barro que hubo en el aluvión de marzo y que estábamos fuera de plazo, a lo que yo les dije que antes de este incidente el automóvil funcionaba perfectamente, ¿cómo iba a saber yo que iba a dejar de funcionar por el problema de marzo ahora en octubre?, no soy mecánico, aún si lo fuera el automóvil no presentó problemas hasta el incidente del golpe en el zócalo.","Que respeten el contrato y que me reparen la palanca de cambio, aire acondicionado y check engine, por favor, ya que es muy complicado trasladarse de esta manera acá en Copiapó."
565303,"El día 7 de enero solicité un giro, en oficinas de Principal,  de mi APV por $8.050.000.- que debió estar depositado en mi cuenta corriente 3 día hábiles después, ósea a más tardar ayer 13 de enero a primera hora. Esto no sucedió ayer a ninguna hora y reclamé ante la entidad la cual aún no tiene solución. Hoy 14 de enero llamo nuevamente y no hay respuesta ni solución. el número de reclamo telefónico ante Principal es el 3767259. ","Solicito intervenir para que se depositen los montos solicitados, ya que me han creado un perjuicio enorme de liquidez debido al incumplimiento de lo establecido. Adicionalmente, solicito sancionar a la institución y solicitar una compensación por los perjuicios de liquidez, y morales y pérdida de tiempo."
619269,"TENGO UN RECLAMO EN CONTRA DE LA ASEGURADORA CHILENA CONSOLIDADA, EL 10/02/2016 ANULE LA POLIZA POR UN SEGURO 
AUTOMOTRIZ QUE TENIA TOMADO CON ESTA COMPAÑIA, LA POLIZA LA PAGABA POR PAC EN MI TARJETA DE CREDITO, SUPUESTAMENTE
ME DIJIERON QUE SE DEMORABAN UNOS DIAS PARA DAR DE BAJA LA POLIZA Y QUE OBVIAMENTE ME SUSPENDERIAN EL COBRO, COSA	
QUE NO OCURRIO, HASTA LA FECHA ME SIGUEN COBRANDO LA POLIZA EN MI TARJETA DE CREDITO, HE LLAMADO TODOS LOS MESES	
PARA QUE ME HAGAN LA DEVOLUCION DE ESE CARGO Y ME ANULEN DEFINITIVAMENTE LA POLIZA Y HA SIDO PURAS RESPUESTAS SIN
SOLUCION, SE COMPROMETIERON EN JUNIO 2016 A DEVOLVERME LOS CARGOS COBRADOS Y NO FUE ASI, REVISE MI TARJETA CON LOS	
CARGOS DE JUNIO Y NUEVAMENTE ESTA EL CARGO, HE INTENTADO SOLUCIONAR DIRECTAMENTE CON ELLOS PESO SOLO HA SIDO 
CALMANTES SIN SOLUCIONES.

XX",NECESITO QUE LA ASEGURADORA ME ANULE LA POLIZA Y ME HAGA LA CORRESPONDIENTE DEVOLUCION POR LOS COBROS CARGADOS EN MI TARJETA
333099,"el 4 de sept trate de comprar 2000000 de opciones vapore osa cosa q me vi inpedido de haqcer ya q la corredora esta hasta la fecha inpedida de poder transar lo q me significo un perjuicio economico ya q la opcion como da cuenjta la grabacion q me respalda al queres comprarla en 0,10 ese dia y esta subio a 0,34 los 2 dias siguenteslo q significa un daño economico,todo esto me respaldan las grabaciones hechas con la ejecutiva XX ,ademas nunnca la corredora me informo q no podia operar",indemnizacion de 2000000 q era lo q queria comprar al menos sin tomar en cta q subieron un 234% en los 2 dias siguentes
562712,"el día 9/11/15 sufrí accidente en mi vehículo particular volcandome dentro de una zanja, fui rescatada cerca de las 9 de la noche, debido a condición emocional la constancia la realice el día 10/11/15 y ese mismo día se traslado el vehículo a la automotora en convenio, previa autorización del liquidador de la aseguradora. El día 11/11/15 el vehículo fue inspeccionado por liquidador, se envió documentación que el solicitó y quedo pendiente el informe de daños de la automotora para determinar costos de reparación. El dia 17/11/15 consulte con el liquidador sobre tiempos de espera y avances de la evaluación del vehiculo a lo que solo respondió que habían graves daños, pero no había informe definitivo, el cual fue enviado a la aseguradora el dia 24/11/15 y el liquidador solo menciono que faltaba la tasación para dar pase de reparación. 
El dia 02/12/15 el liquidador me confirmo la reparación del vehículo y que se encargarían los repuestos, ya que debían importarse. El dia 18/12/15 llame a la automotora para averiguar sobre los repuestos y se me notifico que el liquidador nunca dio pase de reparación, a lo que ingrese un reclamo en la aseguradora nºXX y me refirieron que el liquidador aun no completaba la información en sistema para dar pase de reparación, siendo que hacia 2 semanas el ya me había informado de la supuesta reparación del vehículo. El dia 21/12/15 el liquidador me llama y me vuelve a mencionar que solo faltan unas calcomanías para iniciar la reparación del vehículo. 
Hoy con fecha 06/01/16 la automotora me informa que el vehículo tiene más daños de los vistos al comienzo y que hay que esperar al liquidador para que autorice la compra de nuevos repuestos, además en la automotora siempre que uno llama refieren que tenga paciencia ya que el liquidador tiene muchos problemas personales lo que le dificulta acercarse a la automotora. 
los contactos con el liquidador han sido todos por email. 

","quisiera tiempos de espera reales

información real de parte del liquidador y de la automotora, ya que pareciera tienen buena relación entre ambas partes y no entregan información real sobre el estado del vehiculo, traspasando las responsabilidades de un lado a otro. 

"
286758,No entregan la memoria y estados financieros como lo señala la Ley de Sociedades Anónimas y citan a junta general de accionistas para pronunciarse sobre ellos.,Verificar el hecho que se denuncia y solicitar suspensión de la junta en caso de incumplimiento de los plazos establecidos en la Ley de sociedades anónimas
608063,"RECIBÍ DE PARTE DE LA ASEGURADORA UN TRATO INESPERADO E INFORMAL.
PRIMERO, FUÍ CHOCADO POR UNO DE SUS ASEGURADOS EN SITUACIONES QUE DETALLA LA CONSTANCIA.
SEGUNDO, SE INICIO EL PROCESO DE PROPUESTAS DE PAGO POR EL SINIESTRO DEL QUE FUI VICTIMA.
TERCERO, RECIBÍ DE PARTE DE LA COMPAÑÍA UN TRATO INFORMAL, PUES TODO HE DEBIDO REALISARLO POR MEDIOS DE CORREOS WEB. NINGÚN LIQUIDADOR REVISO EL ESTADO DE LA CAMIONETA Y EL MANEJO DE LAS PROPUESTAS FUE VIA CORREO ELECTRÓNICO, EN BASE A FOTOS ENVIADAS POR MI A LA COMPAÑIA. ESTO ES, POR CIERTO UN TRATO INESPERADO E INFORMAL.
CUARTO, SE ME HICIERON LLEGAR UNA PROPUESTA POR $1.064.000 DE ACUERDO A SU EVALUACIÓN.
QUINTO, LES HICE VER MIS REPAROS A SU PROPUESTA, HACIÉNDOLES VER QUE FALTABAN REPUESTOS, SE CONSIDERABA UN VALOR EN TALLER QUE NO CORRESPONDE AL VALOR REAL, LO MISMO PARA LOS REPUESTOS. DEBIDO A ESTO RECIBÍ UNA PROPUESTA DE $1.412.935. RESPECTO DEL MONTO, SOLICITÉ EL DETALLE DE LA PROPUESTA Y ME DIJERON QUE ERA EVALUADO POR LA JEFATURA Y SE ENVIABA UNA PROPUESTA. O SEA, ES SUMAMENTE INFORMAL Y PARCIAL SU FORMA DE ACTUAR.
SEXTO, PEDÍ DÍAS LIBRES DE MI TRABAJO Y ME FUÍ A COTIZAR LOS TRABAJOS QUE SE DEBEN REALIZAR EN LA REPARACIÓN DE MI CAMIONETA.
En mano de obra se me consideró un valor de $ 622.370
En repuestos se considera un valor de $ 2.125.200
el valor total de la reparación suma $ 2.747.500
ESTO INCLUYE LA REPARACIÓN CASI TOTAL, NO INCLUYE LA CHAPA DEL DEPÓSITO DE COMBUSTIBLE, QUE ES PARTE DEL MISMO JUEGO DE LLAVES DEL ENCENDIDO Y DE LAS PUERTAS DE LA CAMIONETA (QUE DEBE SER CARÍSIMO)
PRESENTADO ESTO, RECIBÍ DE PARTE DE BCI SEGUROS LA ÚLTIMA PROPUESTA DE $ 1.600.000, QUE ESTÁ EN TRÁMITE DE MI APROBACIÓN. POR CIERTO, ÉSTA CANTIDAD NO SE ACERCA A LO SOLICITADO, Y NO PRESENTA UNA PROPUESTA DE NEGOCIACIÓN SERIA Y RESPONSABLE DE PARTE DE LA EMPRESA ASEGURADORA, QUE EN TODO TIEMPO SE HA COMPORTADO DE MANERA TAN POCO FORMAL EN SU TRATO A MI PERSONA.","NECESITO QUE LA EMPRESA DE SEGUROS SE RESPONSABILICE ECONÓMICAMENTE POR DE LOS DAÑOS PROVOCADOS A MI PERSONA, CON LOS COSTOS QUE EN MI COMUNA TIENE DICHA REPARACIÓN.
SU FORMA DE ESTABLECER UN ARREGLO PARECE MÁS UNA BURLA QUE UN ADVENIMIENTO QUE REPARE LOS DAÑOS DE MI VEHÍCULO. ADEMÁS, NO SE ESTABLECEN RESPONSABILIDADES ECONÓMICAS POR EL TIEMPO QUE EL VEHÍCULO ESTARÁ EN REPARACIÓN, SIENDO ÉSTE PARTE IMPORTANTE DE MI DESARROLLO LABORAL Y ECONÓMICO, NI TAMPOCO SE ASUME EL COSTO DE REPARACIÓN DE LA CHAPA DEL DEPÓSITO DE COMBUSTIBLE.
EL TIEMPO HA PASADO Y ME PARECE IMPRUDENTE QUE DESDE EL DÍA 6 ABRIL, AÚN NO TENGA UNA RESPUESTA CONCRETA DE COMO RESARCIR EL DAÑO PROVOCADO."
443564,"Con fecha 01.04.2014, a través del corredor de seguros AIC Chile Ltda.,  se procedió a dar de baja a 3 empleados, lo cual hasta el mes de Agosto del presente, Bice Vida nos cobro las polizas de estos 3 empleados, dando solo como argumento que ellos no recibieron la información por parte de la corredora, se enviaron todos los respaldos pero aun asi ellos no procedieron con las bajas hasta la fecha indicada anteriormente.
Ademas en el mes de Febrero de presente año, se le hizo llegar a la misma corredora un formulario de incorporación de otro trabajador, al igual que el caso anterior la corredora no presento la información y este trabajador quedo sin cobertura todo el año, también nuevamente se le hicieron llegar los respaldos a la Cia de Seguros, pero esta no los acepta.
Se realizo la renovación de la poliza pero nos dijeron a través de la nueva corredora que no podían aceptar estos casos y hacerlos retroactivos
",Que nos realicen los descuentos de los trabajadores con finiquitos desde marzo a la fecha y que incorporen al trabajador en la póliza anterior y le hagan reembolsos retroactivos
731652,"La administradora Andes, antes detallada, ha hecho envío de una cobranza a mi domicilio, que no corresponde a una persona que viva conmigo, ni conozca. No existe casilla de correo para poder devolverla oficialmente mediante correos de Chile, escribí un e-mail a la entidad señalando el error el cual no tuvo respuesta, llamé por teléfono para oficializar el reclamo y solicitar el cambio de domicilio, a lo que contestaron que ""ellos lo solucionarían con su cliente"". sin embargo, continúan llegando cartas de cobros que desconozco.
quiero mantener un reclamo contra esta entidad por la falta de rigor al establecer el domicilio de sus clientes, perjudicando el bienestar de las personas, en este caso de el mío. Ademas, de establecer que no conozco a esta persona la cual esta haciendo uso de mi domicilio para sus negocios.",solicitó la investigación de dicha entidad por la falta de rigor en el establecer domicilio de sus clientes y regularizar mi situación. La cual es mantener ningún vinculo con este señor y sus negocios.
692868,"Quede cesante en septiembre del 2016, entregue todos los documentos solicitados para hacer efectivo el seguro de vendaría y así poder cubrir las deudas de mis productos, sean tarjetas de crédito y créditos
De consumo. Después de más de un mes la respuesta fue No, el seguro no me lo cubrió pues necesitaban ""acta de avenimiento con la empresa , Apele, pues existen acciones judiciales en contra de mi ex empleador, y por lo tanto no había ninguna acta de avenimiento hasta la fecha de audiencia que fue el día 2 de Febrero, el cual no se llegó a  acuerdo con mi ex empleador. Entonces no tengo forma de volver a apelar nuevamente pues ellos no me dejan hacerlo, y no estoy en condiciones de pagar las de dudas pues estoy cesante  si hubiese encontrado trabajo estaría al día en mis productos ! 
Necesito ayuda urgente por favor !! ","Necesito que la empresa de seguros acepte los documentos que les entregue y cubran lo adeudado de mis productos , pues no puedo pagar porque estoy cesante y  tengo un seguro de cesantía con ellos."
690822,"TUVE UN SINIESTRO CON EL VEHICULO, EL 24-11-2016 INGRESÉ EL VEHICULO AL TALLER, ME DARÍAN LA EVALUACIÓN APROXIMADAMENTE EL 05-12-2017 Y LOGRÉ QUE ME LA ENVIARAN EL 03-01-2017, TUVE QUE INSISTIR DEMASIADO, CORREOS AL LIQUIDADOR, LLAMADOS A SU ASISTENTE Y VISITA AL JEFE DE TALLER.POR EL VALOR DE LA REPARACIÓN, QUE EXCEDE EL COSTO DEL VEHÍCULO SE ENVÍO EL SINIESTRO EL 10-01-2017 A ANÁLISIS DE VALOR COMERCIAL Y AL DEPARTAMENTO DE PÉRDIDAS,SEGUÍ CONSULTANDO AL LIQUIDADOR POR CORREO COMO IBA EL CASO, AL IGUAL QUE LAS LLAMADAS, TAMBIEN PUSE UN RECLAMO EN LA ASEGURADORA, FINALEMNTE ME DIJERON QUE EL VIERNES 03-02-2017 ME ENVIARÍAN LAS CARTAS LEGALES PARA FIRMA.CREO QUE EL TIEMPO QUE HE ESPERADO HA SIDO DEMASIADO, CUMPLO SIEMPRE CON EL PAGO DE LAS CUOTAS DEL SEGURO Y ELLOS NO SON CAPACES DE DAR ALGUNA RESPUESTA. ADEMÁS CUANTO TENDRÉ QUE ESPERAR DESPUÉS PARA EL PAGO DEL SINIESTRO.","QUE RESUELVAN MI CASO A LA BREVEDAD Y QUE EL MONTO A INDEMNIZAR SEA EL MONTO DEL VALOR COMERCIAL DEL VEHÍCULO CUANDO SUCEDIÓ EL SINIESTRO, YA HAN PASADO MAS DE DOS MESES Y MEDIO DESDE LO SUCEDIDO. "
315391,"Mi reclamo del 28/05/2012  y OFOR XX de la SVS

Inconsistencia y errores del oficio de la SVS, aplicación errónea de la Norma General Nº 12

SGD XX",Ver documentos adjuntos
365007,"Mi reclamo es el n° XX y no he sabido nada al respecto, por teléfono no dan información y no sé como obtener respuesta. Hago presente que me vi en esta situación por alguien externo a mi voluntad nunca di orden de no pago del seguro como informó la aseguradora es mas contraté este seguro porque tenía la cuenta corriente en el mismo banco y  asi me descontarían por la cta cte. los montos, solo lo hice por un tema de seguridad en el pago ya que los montos eran mas altos que en otras aseguradoras. Siempre hubo dinero en la cta. cte. y aún asi me descontaron de la tarjeta MasterCard, la cual nunca he usado, y de la visa lo mismo. No fui yo quien dejó sin efecto el contrato del seguro y sólo se me informó una vez de este problema a lo cual concurrí inmediatamente al banco a solucionarlo.  Me dañaron enormemente al descontar semejante suma de dinero mas aún de las tarjetas yo solo di autorización para descuento por cuenta corriente.",Solicito información al respecto ya que ha pasado tiempo y el descuento que me hicieron no corresponde ya que no fui yo quien dejó sin efecto el contrato. 
660232,"BCI seguros no hace efectivo un seguro de cesantia de un credito solicitado por mi ya que no les he podido enviar mi finiquito firmado ante notario toda vez que la constructora donde trabajaba (constructora monver ltda. rut XX) cerró sus oficinas y me envió una carta de aviso por la causal art 159 inc.6 ""caso furtuito o fueza mayor"" como las imposiciones estan impagas desde marzo a la fecha no puedo firmar dicho documento ya que por ley debo presentar el certificado donde se indique que mis imposiciones estan pagadas aunque tengo en mi poder todas las liquidaciones donde aparecen los descuentos correspondientes. No he podido contactarme con la aseguradora toda vez que me devuelve los correos donde explico mi situación con un correo solicitandome este finiquito tampoco e podido tener contacto telefonico ni personal con alguien de la aseguradora.-",Solicito interceder ante la aseguradora a que acepte la carta de despido ya que el finiquito no lo tendre hasta que un sindico tome a su cargo la constructora y proceda al pago de este que puede tardar 10 meses o mas.-
392982,"Mi problema es simple: en el Hecho Esencial que informa sobre la firma de un acuerdo vincultante de parte del controlador CASA SABA para vender la totalidad de sus acciones en FASA, se omite informar en precio al cual se comprometió a vender dichas acciones. Desconozco si es obligación o no el infomar dicho precio (que por cierto definirá el precio de la OPA que realizará Alliance Boots), pero en la totalidad de las OPAS de los últimos 5 años esa información se ha detallado en el primer Hecho Esencial. Esto implica que hoy en día los accionistas desconocemos el precio al cual podremos vender nuestras acciones (en caso de prosperar la operación). Dicha información está en poder de algunos accionistas, por lo que existe una asimetría de información en el mercado.

Ya me contacté con la empresa telefónicamente (Sub Gerente de Estudios Corporativos), pero ellos no manejan el monto exacto por acción de la promesa de venta.",Solicito que la SVS oficie a FASA para que informe el precio al cual CASA SABA se comprometió a vender sus acciones en esta sociedad.
391895,"Al ser Nestlé Chile S.A, una empresa cerrada he tenido muchas restricciones como accionista para acceder a información. En tal sentido, los teléfonos correspondientes a las personas encargadas del dpto.  de accionistas: Sras. XX y XX, tarde mal y nunca son contestados.   Después de mucho insistir y pedir antecedentes de los dividendos acumulados se me responde que sí existen. Sin embargo, no se me dice la cantidad y tampoco los años que estaban acumulados dichos dividendos; dividendos que como accionista nunca fueron informados, por correo ordinario o electrónico y tampoco por vía telefónica, que estaban acumulados y a disposición del accionista. Al final, al no tener respuestas por la empleadas mencionadas estas me derivan al abogado jurídico Sr. XX, quien me entrega el cheque correspondiente, pero me niega información sobre: Dividendos entregados a los accionistas durante el período, 2010 al 2014; entrega del listado de accionistas de Nestlé Chile S.A ; nombres, cargos y e-mail del directorio de Nestlé Chile S.A; fechas de publicación  en  el diario donde  se  anunciaron los dividendos de la empresa  Nestlé S.A, períodos 2010 al 2014. En fin último, dicho abogado, me informa que el poder original entregado por mi Madre, adjunto fotocopia, queda en la empresa, y que sólo tiene validez de seis meses. Siendo en el caso de escritura pública la duración de un año. ¿ Es correcto todo esto ?

","1.  Entrega del listado de accionistas de Nestlé Chile S.A
2.  Nombres, cargos y email del directorio.
3.- Actas de las Asambleas realizadas por Nestlé Chile S.A durante los años: 2005 al 
    2014, inclusive.
4.- Dividendos entregados a los accionistas durante el período: 2010 al 2014, 
    inclusive.
5.- Memoria y balance de la empresa, año 2013 al 2014.
6.- Tiempo de vigencia que tiene el poder notarial y escritura pública ante Nestlé 
    Chile S.A.
7.- Fechas de publicación  en  el diario donde  se  anunciaron los dividendos de la 
    empresa  Nestlé S.A, períodos: 2010 al 2014.
8.- Mecanismo que establece la ley para acceder a la compra de acciones Nestlé Chile 
    S.A."
645412,"Este año compré acciones a través de Valores Security en 3 OPAS (BCI, ENTEL y ALMENDRAL).
A pesar de solicitarlo y reiterarlo, no han querido extenderme y entregarme las respectivas Facturas de Compra que necesito para mi registro y parea usar ante SII cuando venda dichas acciones (para demostrar utilidad/pérdida)en la Declaración Renta.",Agradeceré vuestra intervención para obtener esas facturas.
566355,"FACTORIZAMOS CON TANNER A TRANSELEC, Tanner no notifica a Transelec, en vista de eso Transelec paga con un Vale Vista que fue devuelto por reiteradas ocasiones del Banco al cliente. TANNER Servicios Financieros parte de los Factoring, éste no realizo el tramite de rigor y el seguimiento por triangulacion entre clientes.   No consideramos legal esta publicación.

Estamos muy apesadumbrados porque no cumplio con normas de oro que es Notificación al cliente.  Si no¡ notifican como el cliente se enteraba que debia pagarles a ellos.  por otro lado Transelec pago en los 30 días, pero con un vale vista a nombre nuestro y tampoco nos informo que estaba ese Vale Vista,  este documento fue devuelto en mas de dos ocasiones del Banco a Transelec.  Mientras tanto que hacia Tanner? que no se entero.  La administración es de Tanner y obligaciones","que nos paguen excedentes cobrados a raiz del atraso de esta factura (negligencia de tanner) que nos retires del registro morosidad Dicom Equifax, y la carta disculpa."
493936,"Tengo contratado un servicio de multiasistencia a traves de la empresa Movistar, que pago en forma mensual.

Por este medio, vengo a denunciar a esta compañia, por la no prestacion del servicio por el cual fue contratada.

Teniendo una incidencia en el dia de ayer (06-05-2015) cerca de las 13:40, llame para obtener ayuda y luego de una hora, me informaron que NO tenian disponibilidad.

Me informaron que debia contratar un servicio por mis propios medios y que el proceso de reembolso seria simple, con un tope de 45.000.

Luego de las complejidades de estar en un lugar publico, entorpeciendo el transito de una transitada calle de Santiago, pude contratar el servicio de una grua particular.

Ahora me ha llegado un correo, que indica que el reembolso se hara bajos ciertas condiciones.

Atentos s sus comentarios,

XX
",Solicito que este caso se tenga presente y que la compañia sea sancionada por incumplimiento.
801650,"Tengo un seguro que cubre “Neurocirugías”, que me fue rechazado sobre el cual estoy apelando. Anteriormente reclame en este mismo medio por la no respuesta ante mi denuncia la cual fue respondida posteriormente en el caso XX.
Al presentar todos los antecedentes de mi caso se puede ver que sufrí de un infarto cerebral, por lo que fui atendido de urgencia y durante la urgencia se decidió realizar una cirugía de cranectomía posterior descompresiva y otros relacionados.
El punto es que el diagnóstico realizado por un Neurocirujano, determinó la necesidad de una cirugía Neurológica realizada por un Neurocirujano… Está bien, los documentos no dicen específicamente “Neurocirugía”, pero sin duda fue lo que se me practicó.
A fin de aclarar, presenté un certificado generado por la Neuróloga tratante donde se explicita la situación.
","Les agradeceré velar por que se cumpla lo comprometido por la compañía aseguradora. Que dicho sea de paso no me responde por lo que no sé en qué situación se encuentra mi reclamo.
Necesito estar informado y adicionalmente se me informe si se requiere algo adicional. Este caso se viene arrastrando por más de 5 meses y no tengo respuestas oportunas.
Y por supuesto se me pague lo que se me comprometió."
